SP,N,Tipo,ID_Agente,Reserva,Utilidad,Ansiedad,Frustracion
7,6,Afectivo,2,754.0,0.0067,1.0,0.603
7,6,Racional,3,541.0,0.0,,
7,6,Racional,4,181.0,0.0,,
7,6,Afectivo,1,271.0,0.062,1.0,0.352
7,6,Afectivo,2,754.0,0.0067,1.0,0.603
7,6,Racional,3,541.0,0.0,,
7,6,Racional,4,181.0,0.0,,
7,6,Afectivo,1,271.0,0.062,1.0,0.352
7,6,Afectivo,2,754.0,0.0067,1.0,0.603
7,6,Racional,3,541.0,0.0,,
7,6,Racional,4,181.0,0.0,,
7,6,Afectivo,1,271.0,0.062,1.0,0.352
7,6,Afectivo,2,754.0,0.0067,1.0,0.603
7,6,Racional,3,541.0,0.0,,
7,6,Racional,4,181.0,0.0,,
7,6,Afectivo,1,271.0,0.062,1.0,0.352
7,6,Afectivo,2,754.0,0.0067,1.0,0.603
7,6,Racional,3,541.0,0.0,,
7,6,Racional,4,181.0,0.0,,
7,6,Afectivo,1,271.0,0.062,1.0,0.352
7,6,Afectivo,2,754.0,0.0067,1.0,0.603
7,6,Racional,3,541.0,0.0,,
7,6,Racional,4,181.0,0.0,,
7,6,Afectivo,1,271.0,0.062,1.0,0.352
7,6,Afectivo,2,754.0,0.0067,1.0,0.603
7,6,Racional,3,541.0,0.0,,
7,6,Racional,4,181.0,0.0,,
7,6,Afectivo,1,271.0,0.062,1.0,0.352
7,6,Afectivo,2,754.0,0.0067,1.0,0.603
7,6,Racional,3,541.0,0.0,,
7,6,Racional,4,181.0,0.0,,
7,6,Afectivo,1,271.0,0.062,1.0,0.352
7,6,Afectivo,2,754.0,0.0067,1.0,0.603
7,6,Racional,3,541.0,0.0,,
7,6,Racional,4,181.0,0.0,,
7,6,Afectivo,1,271.0,0.062,1.0,0.352
7,6,Afectivo,2,754.0,0.0067,1.0,0.603
7,6,Racional,3,541.0,0.0,,
7,6,Racional,4,181.0,0.0,,
7,6,Afectivo,1,271.0,0.062,1.0,0.352
7,6,Afectivo,2,754.0,0.0067,1.0,0.603
7,6,Racional,3,541.0,0.0,,
7,6,Racional,4,181.0,0.0,,
7,6,Afectivo,1,271.0,0.062,1.0,0.352
7,6,Afectivo,2,754.0,0.0067,1.0,0.603
7,6,Racional,3,541.0,0.0,,
7,6,Racional,4,181.0,0.0,,
7,6,Afectivo,1,271.0,0.062,1.0,0.352
7,6,Afectivo,2,754.0,0.0067,1.0,0.603
7,6,Racional,3,541.0,0.0,,
7,6,Racional,4,181.0,0.0,,
7,6,Afectivo,1,271.0,0.062,1.0,0.352
7,6,Afectivo,2,754.0,0.0067,1.0,0.603
7,6,Racional,3,541.0,0.0,,
7,6,Racional,4,181.0,0.0,,
7,6,Afectivo,1,271.0,0.062,1.0,0.352
7,6,Afectivo,2,754.0,0.0067,1.0,0.603
7,6,Racional,3,541.0,0.0,,
7,6,Racional,4,181.0,0.0,,
7,6,Afectivo,1,271.0,0.062,1.0,0.352
7,6,Afectivo,2,754.0,0.0067,1.0,0.603
7,6,Racional,3,541.0,0.0,,
7,6,Racional,4,181.0,0.0,,
7,6,Afectivo,1,271.0,0.062,1.0,0.352
7,6,Afectivo,2,754.0,0.0067,1.0,0.603
7,6,Racional,3,541.0,0.0,,
7,6,Racional,4,181.0,0.0,,
7,6,Afectivo,1,271.0,0.062,1.0,0.352
7,6,Afectivo,2,754.0,0.0067,1.0,0.603
7,6,Racional,3,541.0,0.0,,
7,6,Racional,4,181.0,0.0,,
7,6,Afectivo,1,271.0,0.062,1.0,0.352
7,6,Afectivo,2,754.0,0.0067,1.0,0.603
7,6,Racional,3,541.0,0.0,,
7,6,Racional,4,181.0,0.0,,
7,6,Afectivo,1,271.0,0.062,1.0,0.352
7,6,Afectivo,2,754.0,0.0067,1.0,0.603
7,6,Racional,3,541.0,0.0,,
7,6,Racional,4,181.0,0.0,,
7,6,Afectivo,1,271.0,0.062,1.0,0.352
7,6,Afectivo,2,754.0,0.0067,1.0,0.603
7,6,Racional,3,541.0,0.0,,
7,6,Racional,4,181.0,0.0,,
7,6,Afectivo,1,271.0,0.062,1.0,0.352
7,6,Afectivo,2,754.0,0.0067,1.0,0.603
7,6,Racional,3,541.0,0.0,,
7,6,Racional,4,181.0,0.0,,
7,6,Afectivo,1,271.0,0.062,1.0,0.352
7,6,Afectivo,2,754.0,0.0067,1.0,0.603
7,6,Racional,3,541.0,0.0,,
7,6,Racional,4,181.0,0.0,,
7,6,Afectivo,1,271.0,0.062,1.0,0.352
7,6,Afectivo,2,754.0,0.0067,1.0,0.603
7,6,Racional,3,541.0,0.0,,
7,6,Racional,4,181.0,0.0,,
7,6,Afectivo,1,271.0,0.062,1.0,0.352
7,6,Afectivo,2,754.0,0.0067,1.0,0.603
7,6,Racional,3,541.0,0.0,,
7,6,Racional,4,181.0,0.0,,
7,6,Afectivo,1,271.0,0.062,1.0,0.352
7,6,Afectivo,2,754.0,0.0067,1.0,0.603
7,6,Racional,3,541.0,0.0,,
7,6,Racional,4,181.0,0.0,,
7,6,Afectivo,1,271.0,0.062,1.0,0.352
7,6,Afectivo,2,754.0,0.0067,1.0,0.603
7,6,Racional,3,541.0,0.0,,
7,6,Racional,4,181.0,0.0,,
7,6,Afectivo,1,271.0,0.062,1.0,0.352
7,6,Afectivo,2,754.0,0.0067,1.0,0.603
7,6,Racional,3,541.0,0.0,,
7,6,Racional,4,181.0,0.0,,
7,6,Afectivo,1,271.0,0.062,1.0,0.352
7,6,Afectivo,2,754.0,0.0067,1.0,0.603
7,6,Racional,3,541.0,0.0,,
7,6,Racional,4,181.0,0.0,,
7,6,Afectivo,1,271.0,0.062,1.0,0.352
7,6,Afectivo,2,754.0,0.0067,1.0,0.603
7,6,Racional,3,541.0,0.0,,
7,6,Racional,4,181.0,0.0,,
7,6,Afectivo,1,271.0,0.062,1.0,0.352
7,6,Afectivo,2,754.0,0.0067,1.0,0.603
7,6,Racional,3,541.0,0.0,,
7,6,Racional,4,181.0,0.0,,
7,6,Afectivo,1,271.0,0.062,1.0,0.352
7,6,Afectivo,2,754.0,0.0067,1.0,0.603
7,6,Racional,3,541.0,0.0,,
7,6,Racional,4,181.0,0.0,,
7,6,Afectivo,1,271.0,0.062,1.0,0.352
7,6,Afectivo,2,754.0,0.0067,1.0,0.603
7,6,Racional,3,541.0,0.0,,
7,6,Racional,4,181.0,0.0,,
7,6,Afectivo,1,271.0,0.062,1.0,0.352
7,6,Afectivo,2,754.0,0.0067,1.0,0.603
7,6,Racional,3,541.0,0.0,,
7,6,Racional,4,181.0,0.0,,
7,7,Afectivo,1,271.0,0.053,1.0,0.513
7,7,Afectivo,2,754.0,0.051,1.0,0.532
7,7,Racional,3,541.0,0.0,,
7,7,Racional,4,181.0,0.0,,
8,7,Afectivo,1,271.0,0.053,1.0,0.513
8,7,Afectivo,2,754.0,0.051,1.0,0.532
8,7,Racional,3,541.0,0.0,,
8,7,Racional,4,181.0,0.0,,
8,7,Afectivo,1,303.0,0.053,0.105825,0.513
8,7,Afectivo,2,487.0,0.051,0.110489,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,0.105825,0.513
8,7,Afectivo,2,487.0,0.051,0.110489,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,0.228232,0.513
8,7,Afectivo,2,487.0,0.051,0.246454,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,0.228232,0.513
8,7,Afectivo,2,487.0,0.051,0.246454,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,0.355904,0.513
8,7,Afectivo,2,487.0,0.051,0.395097,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,0.355904,0.513
8,7,Afectivo,2,487.0,0.051,0.395097,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,0.483409,0.513
8,7,Afectivo,2,487.0,0.051,0.532382,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,0.483409,0.513
8,7,Afectivo,2,487.0,0.051,0.532382,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,0.602796,0.513
8,7,Afectivo,2,487.0,0.051,0.656881,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,0.602796,0.513
8,7,Afectivo,2,487.0,0.051,0.656881,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,0.729134,0.513
8,7,Afectivo,2,487.0,0.051,0.779124,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,0.729134,0.513
8,7,Afectivo,2,487.0,0.051,0.779124,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,0.86968,0.513
8,7,Afectivo,2,487.0,0.051,0.895661,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,0.86968,0.513
8,7,Afectivo,2,487.0,0.051,0.895661,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,1.0,0.513
8,7,Afectivo,2,487.0,0.051,1.0,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,1.0,0.513
8,7,Afectivo,2,487.0,0.051,1.0,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,1.0,0.513
8,7,Afectivo,2,487.0,0.051,1.0,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,1.0,0.513
8,7,Afectivo,2,487.0,0.051,1.0,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,1.0,0.513
8,7,Afectivo,2,487.0,0.051,1.0,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,1.0,0.513
8,7,Afectivo,2,487.0,0.051,1.0,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,1.0,0.513
8,7,Afectivo,2,487.0,0.051,1.0,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,1.0,0.513
8,7,Afectivo,2,487.0,0.051,1.0,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,1.0,0.513
8,7,Afectivo,2,487.0,0.051,1.0,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,1.0,0.513
8,7,Afectivo,2,487.0,0.051,1.0,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,1.0,0.513
8,7,Afectivo,2,487.0,0.051,1.0,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,1.0,0.513
8,7,Afectivo,2,487.0,0.051,1.0,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,1.0,0.513
8,7,Afectivo,2,487.0,0.051,1.0,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,1.0,0.513
8,7,Afectivo,2,487.0,0.051,1.0,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,1.0,0.513
8,7,Afectivo,2,487.0,0.051,1.0,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,1.0,0.513
8,7,Afectivo,2,487.0,0.051,1.0,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,1.0,0.513
8,7,Afectivo,2,487.0,0.051,1.0,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,1.0,0.513
8,7,Afectivo,2,487.0,0.051,1.0,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,1.0,0.513
8,7,Afectivo,2,487.0,0.051,1.0,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,1.0,0.513
8,7,Afectivo,2,487.0,0.051,1.0,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,1.0,0.513
8,7,Afectivo,2,487.0,0.051,1.0,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,1.0,0.513
8,7,Afectivo,2,487.0,0.051,1.0,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,1.0,0.513
8,7,Afectivo,2,487.0,0.051,1.0,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,1.0,0.513
8,7,Afectivo,2,487.0,0.051,1.0,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,1.0,0.513
8,7,Afectivo,2,487.0,0.051,1.0,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,1.0,0.513
8,7,Afectivo,2,487.0,0.051,1.0,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,1.0,0.513
8,7,Afectivo,2,487.0,0.051,1.0,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,1.0,0.513
8,7,Afectivo,2,487.0,0.051,1.0,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,1.0,0.513
8,7,Afectivo,2,487.0,0.051,1.0,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,1.0,0.513
8,7,Afectivo,2,487.0,0.051,1.0,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,1.0,0.513
8,7,Afectivo,2,487.0,0.051,1.0,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,1.0,0.513
8,7,Afectivo,2,487.0,0.051,1.0,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,1.0,0.513
8,7,Afectivo,2,487.0,0.051,1.0,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,1.0,0.513
8,7,Afectivo,2,487.0,0.051,1.0,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,1.0,0.513
8,7,Afectivo,2,487.0,0.051,1.0,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,1.0,0.513
8,7,Afectivo,2,487.0,0.051,1.0,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,1.0,0.513
8,7,Afectivo,2,487.0,0.051,1.0,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,1.0,0.513
8,7,Afectivo,2,487.0,0.051,1.0,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,1.0,0.513
8,7,Afectivo,2,487.0,0.051,1.0,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,1.0,0.513
8,7,Afectivo,2,487.0,0.051,1.0,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,1.0,0.513
8,7,Afectivo,2,487.0,0.051,1.0,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,7,Afectivo,1,303.0,0.053,1.0,0.513
8,7,Afectivo,2,487.0,0.051,1.0,0.532
8,7,Racional,3,388.0,0.0,,
8,7,Racional,4,723.0,0.0,,
8,8,Afectivo,1,303.0,0.042,1.0,0.694
8,8,Afectivo,2,487.0,0.034,1.0,0.694
8,8,Racional,3,388.0,0.0,,
8,8,Racional,4,723.0,0.0065,,
9,8,Afectivo,1,303.0,0.042,1.0,0.694
9,8,Afectivo,2,487.0,0.034,1.0,0.694
9,8,Racional,3,388.0,0.0,,
9,8,Racional,4,723.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,0.123687,0.694
9,8,Afectivo,2,411.0,0.034,0.101584,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,0.123687,0.694
9,8,Afectivo,2,411.0,0.034,0.101584,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,0.24605,0.694
9,8,Afectivo,2,411.0,0.034,0.20173,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,0.24605,0.694
9,8,Afectivo,2,411.0,0.034,0.20173,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,0.360299,0.694
9,8,Afectivo,2,411.0,0.034,0.347111,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,0.360299,0.694
9,8,Afectivo,2,411.0,0.034,0.347111,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,0.48528,0.694
9,8,Afectivo,2,411.0,0.034,0.470157,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,0.48528,0.694
9,8,Afectivo,2,411.0,0.034,0.470157,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,0.610621,0.694
9,8,Afectivo,2,411.0,0.034,0.5983,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,0.610621,0.694
9,8,Afectivo,2,411.0,0.034,0.5983,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,0.735355,0.694
9,8,Afectivo,2,411.0,0.034,0.71206,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,0.735355,0.694
9,8,Afectivo,2,411.0,0.034,0.71206,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,0.856004,0.694
9,8,Afectivo,2,411.0,0.034,0.832928,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,0.856004,0.694
9,8,Afectivo,2,411.0,0.034,0.832928,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,0.960033,0.694
9,8,Afectivo,2,411.0,0.034,0.976256,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,0.960033,0.694
9,8,Afectivo,2,411.0,0.034,0.976256,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,1.0,0.694
9,8,Afectivo,2,411.0,0.034,1.0,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,1.0,0.694
9,8,Afectivo,2,411.0,0.034,1.0,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,1.0,0.694
9,8,Afectivo,2,411.0,0.034,1.0,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,1.0,0.694
9,8,Afectivo,2,411.0,0.034,1.0,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,1.0,0.694
9,8,Afectivo,2,411.0,0.034,1.0,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,1.0,0.694
9,8,Afectivo,2,411.0,0.034,1.0,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,1.0,0.694
9,8,Afectivo,2,411.0,0.034,1.0,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,1.0,0.694
9,8,Afectivo,2,411.0,0.034,1.0,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,1.0,0.694
9,8,Afectivo,2,411.0,0.034,1.0,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,1.0,0.694
9,8,Afectivo,2,411.0,0.034,1.0,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,1.0,0.694
9,8,Afectivo,2,411.0,0.034,1.0,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,1.0,0.694
9,8,Afectivo,2,411.0,0.034,1.0,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,1.0,0.694
9,8,Afectivo,2,411.0,0.034,1.0,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,1.0,0.694
9,8,Afectivo,2,411.0,0.034,1.0,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,1.0,0.694
9,8,Afectivo,2,411.0,0.034,1.0,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,1.0,0.694
9,8,Afectivo,2,411.0,0.034,1.0,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,1.0,0.694
9,8,Afectivo,2,411.0,0.034,1.0,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,1.0,0.694
9,8,Afectivo,2,411.0,0.034,1.0,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,1.0,0.694
9,8,Afectivo,2,411.0,0.034,1.0,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,1.0,0.694
9,8,Afectivo,2,411.0,0.034,1.0,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,1.0,0.694
9,8,Afectivo,2,411.0,0.034,1.0,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,1.0,0.694
9,8,Afectivo,2,411.0,0.034,1.0,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,1.0,0.694
9,8,Afectivo,2,411.0,0.034,1.0,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,1.0,0.694
9,8,Afectivo,2,411.0,0.034,1.0,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,1.0,0.694
9,8,Afectivo,2,411.0,0.034,1.0,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,1.0,0.694
9,8,Afectivo,2,411.0,0.034,1.0,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,1.0,0.694
9,8,Afectivo,2,411.0,0.034,1.0,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,1.0,0.694
9,8,Afectivo,2,411.0,0.034,1.0,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,1.0,0.694
9,8,Afectivo,2,411.0,0.034,1.0,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,1.0,0.694
9,8,Afectivo,2,411.0,0.034,1.0,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,1.0,0.694
9,8,Afectivo,2,411.0,0.034,1.0,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,1.0,0.694
9,8,Afectivo,2,411.0,0.034,1.0,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,1.0,0.694
9,8,Afectivo,2,411.0,0.034,1.0,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
9,8,Afectivo,1,470.0,0.042,1.0,0.694
9,8,Afectivo,2,411.0,0.034,1.0,0.694
9,8,Racional,3,987.0,0.0,,
9,8,Racional,4,807.0,0.0065,,
