SP,N,Tipo,ID_Agente,Reserva,Utilidad,Ansiedad,Frustracion
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,0.220667,1.0
10,9,Afectivo,2,240.0,0.022,0.216102,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,0.220667,1.0
10,9,Afectivo,2,240.0,0.022,0.216102,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,0.357746,1.0
10,9,Afectivo,2,240.0,0.022,0.321036,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,0.357746,1.0
10,9,Afectivo,2,240.0,0.022,0.321036,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,0.461548,1.0
10,9,Afectivo,2,240.0,0.022,0.429971,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,0.461548,1.0
10,9,Afectivo,2,240.0,0.022,0.429971,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,0.610549,1.0
10,9,Afectivo,2,240.0,0.022,0.579775,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,0.610549,1.0
10,9,Afectivo,2,240.0,0.022,0.579775,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,0.719979,1.0
10,9,Afectivo,2,240.0,0.022,0.716366,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,0.719979,1.0
10,9,Afectivo,2,240.0,0.022,0.716366,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,0.829982,1.0
10,9,Afectivo,2,240.0,0.022,0.825305,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,0.829982,1.0
10,9,Afectivo,2,240.0,0.022,0.825305,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,0.964214,1.0
10,9,Afectivo,2,240.0,0.022,0.932458,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,0.964214,1.0
10,9,Afectivo,2,240.0,0.022,0.932458,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,9,Afectivo,1,867.0,0.0,1.0,1.0
10,9,Afectivo,2,240.0,0.022,1.0,0.951
10,9,Racional,3,1260.0,0.019,,
10,9,Racional,4,1760.0,0.0,,
10,10,Afectivo,1,867.0,0.0,1.0,1.0
10,10,Afectivo,2,240.0,0.0043,1.0,1.0
10,10,Racional,3,1260.0,0.019,,
10,10,Racional,4,1760.0,0.014,,
10,10,Afectivo,1,867.0,0.0,1.0,1.0
10,10,Afectivo,2,240.0,0.0043,1.0,1.0
10,10,Racional,3,1260.0,0.019,,
10,10,Racional,4,1760.0,0.014,,
1,0,Afectivo,1,194.0,0.0,0.133044,0.0
1,0,Afectivo,2,154.0,0.0,0.11902,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,0,Afectivo,1,194.0,0.0,0.133044,0.0
1,0,Afectivo,2,154.0,0.0,0.11902,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,0,Afectivo,1,194.0,0.0,0.25721,0.0
1,0,Afectivo,2,154.0,0.0,0.243196,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,0,Afectivo,1,194.0,0.0,0.25721,0.0
1,0,Afectivo,2,154.0,0.0,0.243196,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,0,Afectivo,1,194.0,0.0,0.359704,0.0
1,0,Afectivo,2,154.0,0.0,0.364674,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,0,Afectivo,1,194.0,0.0,0.359704,0.0
1,0,Afectivo,2,154.0,0.0,0.364674,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,0,Afectivo,1,194.0,0.0,0.475766,0.0
1,0,Afectivo,2,154.0,0.0,0.494397,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,0,Afectivo,1,194.0,0.0,0.475766,0.0
1,0,Afectivo,2,154.0,0.0,0.494397,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,0,Afectivo,1,194.0,0.0,0.582605,0.0
1,0,Afectivo,2,154.0,0.0,0.643748,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,0,Afectivo,1,194.0,0.0,0.582605,0.0
1,0,Afectivo,2,154.0,0.0,0.643748,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,0,Afectivo,1,194.0,0.0,0.703032,0.0
1,0,Afectivo,2,154.0,0.0,0.761341,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,0,Afectivo,1,194.0,0.0,0.703032,0.0
1,0,Afectivo,2,154.0,0.0,0.761341,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,0,Afectivo,1,194.0,0.0,0.820597,0.0
1,0,Afectivo,2,154.0,0.0,0.905388,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,0,Afectivo,1,194.0,0.0,0.820597,0.0
1,0,Afectivo,2,154.0,0.0,0.905388,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,0,Afectivo,1,194.0,0.0,0.944983,0.0
1,0,Afectivo,2,154.0,0.0,1.0,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,0,Afectivo,1,194.0,0.0,0.944983,0.0
1,0,Afectivo,2,154.0,0.0,1.0,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,0,Afectivo,1,194.0,0.0,1.0,0.0
1,0,Afectivo,2,154.0,0.0,1.0,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,0,Afectivo,1,194.0,0.0,1.0,0.0
1,0,Afectivo,2,154.0,0.0,1.0,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,0,Afectivo,1,194.0,0.0,1.0,0.0
1,0,Afectivo,2,154.0,0.0,1.0,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,0,Afectivo,1,194.0,0.0,1.0,0.0
1,0,Afectivo,2,154.0,0.0,1.0,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,0,Afectivo,1,194.0,0.0,1.0,0.0
1,0,Afectivo,2,154.0,0.0,1.0,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,0,Afectivo,1,194.0,0.0,1.0,0.0
1,0,Afectivo,2,154.0,0.0,1.0,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,0,Afectivo,1,194.0,0.0,1.0,0.0
1,0,Afectivo,2,154.0,0.0,1.0,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,0,Afectivo,1,194.0,0.0,1.0,0.0
1,0,Afectivo,2,154.0,0.0,1.0,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,0,Afectivo,1,194.0,0.0,1.0,0.0
1,0,Afectivo,2,154.0,0.0,1.0,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,0,Afectivo,1,194.0,0.0,1.0,0.0
1,0,Afectivo,2,154.0,0.0,1.0,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,0,Afectivo,1,194.0,0.0,1.0,0.0
1,0,Afectivo,2,154.0,0.0,1.0,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,0,Afectivo,1,194.0,0.0,1.0,0.0
1,0,Afectivo,2,154.0,0.0,1.0,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,0,Afectivo,1,194.0,0.0,1.0,0.0
1,0,Afectivo,2,154.0,0.0,1.0,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,0,Afectivo,1,194.0,0.0,1.0,0.0
1,0,Afectivo,2,154.0,0.0,1.0,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,0,Afectivo,1,194.0,0.0,1.0,0.0
1,0,Afectivo,2,154.0,0.0,1.0,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,0,Afectivo,1,194.0,0.0,1.0,0.0
1,0,Afectivo,2,154.0,0.0,1.0,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,0,Afectivo,1,194.0,0.0,1.0,0.0
1,0,Afectivo,2,154.0,0.0,1.0,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,0,Afectivo,1,194.0,0.0,1.0,0.0
1,0,Afectivo,2,154.0,0.0,1.0,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,0,Afectivo,1,194.0,0.0,1.0,0.0
1,0,Afectivo,2,154.0,0.0,1.0,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,0,Afectivo,1,194.0,0.0,1.0,0.0
1,0,Afectivo,2,154.0,0.0,1.0,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,0,Afectivo,1,194.0,0.0,1.0,0.0
1,0,Afectivo,2,154.0,0.0,1.0,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,0,Afectivo,1,194.0,0.0,1.0,0.0
1,0,Afectivo,2,154.0,0.0,1.0,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,0,Afectivo,1,194.0,0.0,1.0,0.0
1,0,Afectivo,2,154.0,0.0,1.0,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,0,Afectivo,1,194.0,0.0,1.0,0.0
1,0,Afectivo,2,154.0,0.0,1.0,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,0,Afectivo,1,194.0,0.0,1.0,0.0
1,0,Afectivo,2,154.0,0.0,1.0,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,0,Afectivo,1,194.0,0.0,1.0,0.0
1,0,Afectivo,2,154.0,0.0,1.0,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,0,Afectivo,1,194.0,0.0,1.0,0.0
1,0,Afectivo,2,154.0,0.0,1.0,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,0,Afectivo,1,194.0,0.0,1.0,0.0
1,0,Afectivo,2,154.0,0.0,1.0,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,0,Afectivo,1,194.0,0.0,1.0,0.0
1,0,Afectivo,2,154.0,0.0,1.0,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,0,Afectivo,1,194.0,0.0,1.0,0.0
1,0,Afectivo,2,154.0,0.0,1.0,0.0
1,0,Racional,3,207.0,0.0,,
1,0,Racional,4,132.0,0.0,,
1,1,Afectivo,1,194.0,0.0,1.0,0.154
1,1,Afectivo,2,154.0,0.0,1.0,0.179
1,1,Racional,3,207.0,0.0,,
1,1,Racional,4,132.0,0.0,,
2,1,Afectivo,1,194.0,0.0,1.0,0.154
2,1,Afectivo,2,154.0,0.0,1.0,0.179
2,1,Racional,3,207.0,0.0,,
2,1,Racional,4,132.0,0.0,,
2,1,Afectivo,1,619.0,0.0,0.119743,0.154
2,1,Afectivo,2,506.0,0.0,0.14747,0.179
2,1,Racional,3,273.0,0.0,,
2,1,Racional,4,330.0,0.0,,
2,1,Afectivo,1,619.0,0.0,0.119743,0.154
2,1,Afectivo,2,506.0,0.0,0.14747,0.179
2,1,Racional,3,273.0,0.0,,
2,1,Racional,4,330.0,0.0,,
2,1,Afectivo,1,619.0,0.0,0.248255,0.154
2,1,Afectivo,2,506.0,0.0,0.267356,0.179
2,1,Racional,3,273.0,0.0,,
2,1,Racional,4,330.0,0.0,,
2,1,Afectivo,1,619.0,0.0,0.248255,0.154
2,1,Afectivo,2,506.0,0.0,0.267356,0.179
2,1,Racional,3,273.0,0.0,,
2,1,Racional,4,330.0,0.0,,
2,1,Afectivo,1,619.0,0.0,0.353811,0.154
2,1,Afectivo,2,506.0,0.0,0.387866,0.179
2,1,Racional,3,273.0,0.0,,
2,1,Racional,4,330.0,0.0,,
2,1,Afectivo,1,619.0,0.0,0.353811,0.154
2,1,Afectivo,2,506.0,0.0,0.387866,0.179
2,1,Racional,3,273.0,0.0,,
2,1,Racional,4,330.0,0.0,,
2,1,Afectivo,1,619.0,0.0,0.468257,0.154
2,1,Afectivo,2,506.0,0.0,0.523862,0.179
2,1,Racional,3,273.0,0.0,,
2,1,Racional,4,330.0,0.0,,
2,1,Afectivo,1,619.0,0.0,0.468257,0.154
2,1,Afectivo,2,506.0,0.0,0.523862,0.179
2,1,Racional,3,273.0,0.0,,
2,1,Racional,4,330.0,0.0,,
2,1,Afectivo,1,619.0,0.0,0.604308,0.154
2,1,Afectivo,2,506.0,0.0,0.66348,0.179
2,1,Racional,3,273.0,0.0,,
2,1,Racional,4,330.0,0.0,,
2,1,Afectivo,1,619.0,0.0,0.604308,0.154
2,1,Afectivo,2,506.0,0.0,0.66348,0.179
2,1,Racional,3,273.0,0.0,,
2,1,Racional,4,330.0,0.0,,
2,1,Afectivo,1,619.0,0.0,0.714466,0.154
2,1,Afectivo,2,506.0,0.0,0.811701,0.179
2,1,Racional,3,273.0,0.0,,
2,1,Racional,4,330.0,0.0,,
2,1,Afectivo,1,619.0,0.0,0.714466,0.154
2,1,Afectivo,2,506.0,0.0,0.811701,0.179
2,1,Racional,3,273.0,0.0,,
2,1,Racional,4,330.0,0.0,,
2,1,Afectivo,1,619.0,0.0,0.834192,0.154
2,1,Afectivo,2,506.0,0.0,0.922858,0.179
2,1,Racional,3,273.0,0.0,,
2,1,Racional,4,330.0,0.0,,
2,1,Afectivo,1,619.0,0.0,0.834192,0.154
2,1,Afectivo,2,506.0,0.0,0.922858,0.179
2,1,Racional,3,273.0,0.0,,
2,1,Racional,4,330.0,0.0,,
2,1,Afectivo,1,619.0,0.0,0.942512,0.154
2,1,Afectivo,2,506.0,0.0,1.0,0.179
2,1,Racional,3,273.0,0.0,,
2,1,Racional,4,330.0,0.0,,
2,1,Afectivo,1,619.0,0.0,0.942512,0.154
2,1,Afectivo,2,506.0,0.0,1.0,0.179
2,1,Racional,3,273.0,0.0,,
2,1,Racional,4,330.0,0.0,,
2,1,Afectivo,1,619.0,0.0,1.0,0.154
2,1,Afectivo,2,506.0,0.0,1.0,0.179
2,1,Racional,3,273.0,0.0,,
2,1,Racional,4,330.0,0.0,,
2,1,Afectivo,1,619.0,0.0,1.0,0.154
2,1,Afectivo,2,506.0,0.0,1.0,0.179
2,1,Racional,3,273.0,0.0,,
2,1,Racional,4,330.0,0.0,,
2,1,Afectivo,1,619.0,0.0,1.0,0.154
2,1,Afectivo,2,506.0,0.0,1.0,0.179
2,1,Racional,3,273.0,0.0,,
2,1,Racional,4,330.0,0.0,,
2,1,Afectivo,1,619.0,0.0,1.0,0.154
2,1,Afectivo,2,506.0,0.0,1.0,0.179
2,1,Racional,3,273.0,0.0,,
2,1,Racional,4,330.0,0.0,,
2,1,Afectivo,1,619.0,0.0,1.0,0.154
2,1,Afectivo,2,506.0,0.0,1.0,0.179
2,1,Racional,3,273.0,0.0,,
2,1,Racional,4,330.0,0.0,,
2,1,Afectivo,1,619.0,0.0,1.0,0.154
2,1,Afectivo,2,506.0,0.0,1.0,0.179
2,1,Racional,3,273.0,0.0,,
2,1,Racional,4,330.0,0.0,,
2,1,Afectivo,1,619.0,0.0,1.0,0.154
2,1,Afectivo,2,506.0,0.0,1.0,0.179
2,1,Racional,3,273.0,0.0,,
2,1,Racional,4,330.0,0.0,,
2,1,Afectivo,1,619.0,0.0,1.0,0.154
2,1,Afectivo,2,506.0,0.0,1.0,0.179
2,1,Racional,3,273.0,0.0,,
2,1,Racional,4,330.0,0.0,,
2,1,Afectivo,1,619.0,0.0,1.0,0.154
2,1,Afectivo,2,506.0,0.0,1.0,0.179
2,1,Racional,3,273.0,0.0,,
