SP,N,Tipo,ID_Agente,Reserva,Utilidad
10,9,Afectivo,1,297.0,0.034
10,9,Racional,2,253.0,0.049
10,9,Afectivo,1,297.0,0.034
10,9,Racional,2,253.0,0.049
10,9,Afectivo,1,297.0,0.034
10,9,Racional,2,253.0,0.049
10,9,Afectivo,1,297.0,0.034
10,9,Racional,2,253.0,0.049
10,9,Afectivo,1,297.0,0.034
10,9,Racional,2,253.0,0.049
10,9,Afectivo,1,297.0,0.034
10,9,Racional,2,253.0,0.049
10,9,Afectivo,1,297.0,0.034
10,9,Racional,2,253.0,0.049
10,9,Afectivo,1,297.0,0.034
10,9,Racional,2,253.0,0.049
10,9,Afectivo,1,297.0,0.034
10,9,Racional,2,253.0,0.049
10,9,Afectivo,1,297.0,0.034
10,9,Racional,2,253.0,0.049
10,9,Afectivo,1,297.0,0.034
10,9,Racional,2,253.0,0.049
10,9,Afectivo,1,297.0,0.034
10,9,Racional,2,253.0,0.049
10,9,Afectivo,1,297.0,0.034
10,9,Racional,2,253.0,0.049
10,9,Afectivo,1,297.0,0.034
10,9,Racional,2,253.0,0.049
10,9,Afectivo,1,297.0,0.034
10,9,Racional,2,253.0,0.049
10,9,Afectivo,1,297.0,0.034
10,9,Racional,2,253.0,0.049
10,10,Afectivo,1,297.0,0.07
10,10,Racional,2,253.0,0.049
10,10,Afectivo,1,297.0,0.07
10,10,Racional,2,253.0,0.049
1,0,Afectivo,1,38.5,0.0
1,0,Racional,2,39.8,0.0
1,0,Afectivo,1,38.5,0.0
1,0,Racional,2,39.8,0.0
1,0,Afectivo,1,38.5,0.0
1,0,Racional,2,39.8,0.0
1,0,Afectivo,1,38.5,0.0
1,0,Racional,2,39.8,0.0
1,0,Afectivo,1,38.5,0.0
1,0,Racional,2,39.8,0.0
1,0,Afectivo,1,38.5,0.0
1,0,Racional,2,39.8,0.0
1,0,Afectivo,1,38.5,0.0
1,0,Racional,2,39.8,0.0
1,0,Afectivo,1,38.5,0.0
1,0,Racional,2,39.8,0.0
1,0,Afectivo,1,38.5,0.0
1,0,Racional,2,39.8,0.0
1,0,Afectivo,1,38.5,0.0
1,0,Racional,2,39.8,0.0
1,0,Afectivo,1,38.5,0.0
1,0,Racional,2,39.8,0.0
1,0,Afectivo,1,38.5,0.0
1,0,Racional,2,39.8,0.0
1,0,Afectivo,1,38.5,0.0
1,0,Racional,2,39.8,0.0
1,0,Afectivo,1,38.5,0.0
1,0,Racional,2,39.8,0.0
1,0,Afectivo,1,38.5,0.0
1,0,Racional,2,39.8,0.0
1,0,Afectivo,1,38.5,0.0
1,0,Racional,2,39.8,0.0
1,0,Afectivo,1,38.5,0.0
1,0,Racional,2,39.8,0.0
1,0,Afectivo,1,38.5,0.0
1,0,Racional,2,39.8,0.0
1,0,Afectivo,1,38.5,0.0
1,0,Racional,2,39.8,0.0
1,0,Afectivo,1,38.5,0.0
1,0,Racional,2,39.8,0.0
1,1,Afectivo,1,38.5,0.0
1,1,Racional,2,39.8,0.0
2,1,Afectivo,1,38.5,0.0
2,1,Racional,2,39.8,0.0
2,1,Afectivo,1,130.0,0.0
2,1,Racional,2,62.7,0.0
2,1,Afectivo,1,130.0,0.0
2,1,Racional,2,62.7,0.0
2,2,Afectivo,1,130.0,0.0
2,2,Racional,2,62.7,0.0
3,2,Afectivo,1,130.0,0.0
3,2,Racional,2,62.7,0.0
3,2,Afectivo,1,120.0,0.0
3,2,Racional,2,68.3,0.0
3,2,Afectivo,1,120.0,0.0
3,2,Racional,2,68.3,0.0
3,3,Afectivo,1,120.0,0.0029
3,3,Racional,2,68.3,0.0
4,3,Afectivo,1,120.0,0.0029
4,3,Racional,2,68.3,0.0
4,3,Afectivo,1,149.0,0.0029
4,3,Racional,2,111.0,0.0
4,3,Afectivo,1,149.0,0.0029
4,3,Racional,2,111.0,0.0
4,3,Afectivo,1,149.0,0.0029
4,3,Racional,2,111.0,0.0
4,3,Afectivo,1,149.0,0.0029
4,3,Racional,2,111.0,0.0
4,3,Afectivo,1,149.0,0.0029
4,3,Racional,2,111.0,0.0
4,3,Afectivo,1,149.0,0.0029
4,3,Racional,2,111.0,0.0
4,3,Afectivo,1,149.0,0.0029
4,3,Racional,2,111.0,0.0
4,3,Afectivo,1,149.0,0.0029
4,3,Racional,2,111.0,0.0
4,3,Afectivo,1,149.0,0.0029
4,3,Racional,2,111.0,0.0
4,3,Afectivo,1,149.0,0.0029
4,3,Racional,2,111.0,0.0
4,3,Afectivo,1,149.0,0.0029
4,3,Racional,2,111.0,0.0
4,3,Afectivo,1,149.0,0.0029
4,3,Racional,2,111.0,0.0
4,3,Afectivo,1,149.0,0.0029
4,3,Racional,2,111.0,0.0
4,3,Afectivo,1,149.0,0.0029
4,3,Racional,2,111.0,0.0
4,3,Afectivo,1,149.0,0.0029
4,3,Racional,2,111.0,0.0
4,3,Afectivo,1,149.0,0.0029
4,3,Racional,2,111.0,0.0
4,3,Afectivo,1,149.0,0.0029
4,3,Racional,2,111.0,0.0
4,3,Afectivo,1,149.0,0.0029
4,3,Racional,2,111.0,0.0
4,3,Afectivo,1,149.0,0.0029
4,3,Racional,2,111.0,0.0
4,3,Afectivo,1,149.0,0.0029
4,3,Racional,2,111.0,0.0
4,3,Afectivo,1,149.0,0.0029
4,3,Racional,2,111.0,0.0
4,3,Afectivo,1,149.0,0.0029
4,3,Racional,2,111.0,0.0
4,3,Afectivo,1,149.0,0.0029
4,3,Racional,2,111.0,0.0
4,3,Afectivo,1,149.0,0.0029
4,3,Racional,2,111.0,0.0
4,3,Afectivo,1,149.0,0.0029
4,3,Racional,2,111.0,0.0
4,3,Afectivo,1,149.0,0.0029
4,3,Racional,2,111.0,0.0
4,3,Afectivo,1,149.0,0.0029
4,3,Racional,2,111.0,0.0
4,3,Afectivo,1,149.0,0.0029
4,3,Racional,2,111.0,0.0
4,4,Afectivo,1,149.0,0.013
4,4,Racional,2,111.0,0.0
5,4,Afectivo,1,149.0,0.013
5,4,Racional,2,111.0,0.0
5,4,Afectivo,1,127.0,0.013
5,4,Racional,2,100.0,0.0
5,4,Afectivo,1,127.0,0.013
5,4,Racional,2,100.0,0.0
5,4,Afectivo,1,127.0,0.013
5,4,Racional,2,100.0,0.0
5,4,Afectivo,1,127.0,0.013
5,4,Racional,2,100.0,0.0
5,4,Afectivo,1,127.0,0.013
5,4,Racional,2,100.0,0.0
5,4,Afectivo,1,127.0,0.013
5,4,Racional,2,100.0,0.0
5,4,Afectivo,1,127.0,0.013
5,4,Racional,2,100.0,0.0
5,4,Afectivo,1,127.0,0.013
5,4,Racional,2,100.0,0.0
5,4,Afectivo,1,127.0,0.013
5,4,Racional,2,100.0,0.0
5,4,Afectivo,1,127.0,0.013
5,4,Racional,2,100.0,0.0
5,4,Afectivo,1,127.0,0.013
5,4,Racional,2,100.0,0.0
5,4,Afectivo,1,127.0,0.013
5,4,Racional,2,100.0,0.0
5,5,Afectivo,1,127.0,0.019
5,5,Racional,2,100.0,0.0
6,5,Afectivo,1,127.0,0.019
6,5,Racional,2,100.0,0.0
6,5,Afectivo,1,96.8,0.019
6,5,Racional,2,127.0,0.0
6,5,Afectivo,1,96.8,0.019
6,5,Racional,2,127.0,0.0
6,5,Afectivo,1,96.8,0.019
6,5,Racional,2,127.0,0.0
6,5,Afectivo,1,96.8,0.019
6,5,Racional,2,127.0,0.0
6,5,Afectivo,1,96.8,0.019
6,5,Racional,2,127.0,0.0
6,5,Afectivo,1,96.8,0.019
6,5,Racional,2,127.0,0.0
6,5,Afectivo,1,96.8,0.019
6,5,Racional,2,127.0,0.0
6,5,Afectivo,1,96.8,0.019
6,5,Racional,2,127.0,0.0
6,5,Afectivo,1,96.8,0.019
6,5,Racional,2,127.0,0.0
6,5,Afectivo,1,96.8,0.019
6,5,Racional,2,127.0,0.0
6,5,Afectivo,1,96.8,0.019
6,5,Racional,2,127.0,0.0
6,5,Afectivo,1,96.8,0.019
6,5,Racional,2,127.0,0.0
6,5,Afectivo,1,96.8,0.019
6,5,Racional,2,127.0,0.0
6,5,Afectivo,1,96.8,0.019
6,5,Racional,2,127.0,0.0
6,5,Afectivo,1,96.8,0.019
6,5,Racional,2,127.0,0.0
6,5,Afectivo,1,96.8,0.019
6,5,Racional,2,127.0,0.0
6,5,Afectivo,1,96.8,0.019
6,5,Racional,2,127.0,0.0
6,5,Afectivo,1,96.8,0.019
6,5,Racional,2,127.0,0.0
6,5,Afectivo,1,96.8,0.019
6,5,Racional,2,127.0,0.0
6,5,Afectivo,1,96.8,0.019
6,5,Racional,2,127.0,0.0
6,5,Afectivo,1,96.8,0.019
6,5,Racional,2,127.0,0.0
6,5,Afectivo,1,96.8,0.019
6,5,Racional,2,127.0,0.0
6,5,Afectivo,1,96.8,0.019
6,5,Racional,2,127.0,0.0
6,5,Afectivo,1,96.8,0.019
6,5,Racional,2,127.0,0.0
6,6,Afectivo,1,96.8,0.016
6,6,Racional,2,127.0,0.004
7,6,Afectivo,1,96.8,0.016
7,6,Racional,2,127.0,0.004
7,6,Afectivo,1,132.0,0.016
7,6,Racional,2,128.0,0.004
7,6,Afectivo,1,132.0,0.016
7,6,Racional,2,128.0,0.004
7,6,Afectivo,1,132.0,0.016
7,6,Racional,2,128.0,0.004
7,6,Afectivo,1,132.0,0.016
7,6,Racional,2,128.0,0.004
7,6,Afectivo,1,132.0,0.016
7,6,Racional,2,128.0,0.004
7,6,Afectivo,1,132.0,0.016
7,6,Racional,2,128.0,0.004
7,6,Afectivo,1,132.0,0.016
7,6,Racional,2,128.0,0.004
7,6,Afectivo,1,132.0,0.016
7,6,Racional,2,128.0,0.004
7,6,Afectivo,1,132.0,0.016
7,6,Racional,2,128.0,0.004
7,6,Afectivo,1,132.0,0.016
7,6,Racional,2,128.0,0.004
7,6,Afectivo,1,132.0,0.016
7,6,Racional,2,128.0,0.004
7,6,Afectivo,1,132.0,0.016
7,6,Racional,2,128.0,0.004
7,6,Afectivo,1,132.0,0.016
7,6,Racional,2,128.0,0.004
7,6,Afectivo,1,132.0,0.016
7,6,Racional,2,128.0,0.004
7,6,Afectivo,1,132.0,0.016
7,6,Racional,2,128.0,0.004
7,6,Afectivo,1,132.0,0.016
7,6,Racional,2,128.0,0.004
7,6,Afectivo,1,132.0,0.016
7,6,Racional,2,128.0,0.004
7,6,Afectivo,1,132.0,0.016
7,6,Racional,2,128.0,0.004
7,6,Afectivo,1,132.0,0.016
7,6,Racional,2,128.0,0.004
7,6,Afectivo,1,132.0,0.016
7,6,Racional,2,128.0,0.004
7,6,Afectivo,1,132.0,0.016
7,6,Racional,2,128.0,0.004
7,6,Afectivo,1,132.0,0.016
7,6,Racional,2,128.0,0.004
7,6,Afectivo,1,132.0,0.016
7,6,Racional,2,128.0,0.004
7,6,Afectivo,1,132.0,0.016
7,6,Racional,2,128.0,0.004
7,7,Afectivo,1,132.0,0.014
7,7,Racional,2,128.0,0.004
8,7,Afectivo,1,132.0,0.014
8,7,Racional,2,128.0,0.004
8,7,Afectivo,1,141.0,0.014
8,7,Racional,2,139.0,0.004
8,7,Afectivo,1,141.0,0.014
8,7,Racional,2,139.0,0.004
8,7,Afectivo,1,141.0,0.014
8,7,Racional,2,139.0,0.004
8,7,Afectivo,1,141.0,0.014
8,7,Racional,2,139.0,0.004
8,7,Afectivo,1,141.0,0.014
8,7,Racional,2,139.0,0.004
8,7,Afectivo,1,141.0,0.014
8,7,Racional,2,139.0,0.004
8,7,Afectivo,1,141.0,0.014
8,7,Racional,2,139.0,0.004
8,7,Afectivo,1,141.0,0.014
8,7,Racional,2,139.0,0.004
8,7,Afectivo,1,141.0,0.014
8,7,Racional,2,139.0,0.004
8,7,Afectivo,1,141.0,0.014
8,7,Racional,2,139.0,0.004
8,7,Afectivo,1,141.0,0.014
8,7,Racional,2,139.0,0.004
8,7,Afectivo,1,141.0,0.014
8,7,Racional,2,139.0,0.004
8,7,Afectivo,1,141.0,0.014
8,7,Racional,2,139.0,0.004
8,7,Afectivo,1,141.0,0.014
8,7,Racional,2,139.0,0.004
8,7,Afectivo,1,141.0,0.014
8,7,Racional,2,139.0,0.004
8,7,Afectivo,1,141.0,0.014
8,7,Racional,2,139.0,0.004
8,7,Afectivo,1,141.0,0.014
8,7,Racional,2,139.0,0.004
8,7,Afectivo,1,141.0,0.014
8,7,Racional,2,139.0,0.004
8,7,Afectivo,1,141.0,0.014
8,7,Racional,2,139.0,0.004
8,7,Afectivo,1,141.0,0.014
8,7,Racional,2,139.0,0.004
8,7,Afectivo,1,141.0,0.014
8,7,Racional,2,139.0,0.004
8,7,Afectivo,1,141.0,0.014
8,7,Racional,2,139.0,0.004
8,7,Afectivo,1,141.0,0.014
8,7,Racional,2,139.0,0.004
8,7,Afectivo,1,141.0,0.014
8,7,Racional,2,139.0,0.004
8,7,Afectivo,1,141.0,0.014
8,7,Racional,2,139.0,0.004
8,7,Afectivo,1,141.0,0.014
8,7,Racional,2,139.0,0.004
8,7,Afectivo,1,141.0,0.014
8,7,Racional,2,139.0,0.004
8,7,Afectivo,1,141.0,0.014
8,7,Racional,2,139.0,0.004
8,7,Afectivo,1,141.0,0.014
8,7,Racional,2,139.0,0.004
8,7,Afectivo,1,141.0,0.014
8,7,Racional,2,139.0,0.004
8,7,Afectivo,1,141.0,0.014
8,7,Racional,2,139.0,0.004
8,7,Afectivo,1,141.0,0.014
8,7,Racional,2,139.0,0.004
8,7,Afectivo,1,141.0,0.014
8,7,Racional,2,139.0,0.004
8,7,Afectivo,1,141.0,0.014
8,7,Racional,2,139.0,0.004
8,7,Afectivo,1,141.0,0.014
8,7,Racional,2,139.0,0.004
8,7,Afectivo,1,141.0,0.014
8,7,Racional,2,139.0,0.004
8,7,Afectivo,1,141.0,0.014
8,7,Racional,2,139.0,0.004
8,7,Afectivo,1,141.0,0.014
8,7,Racional,2,139.0,0.004
8,8,Afectivo,1,141.0,0.011
8,8,Racional,2,139.0,0.004
9,8,Afectivo,1,141.0,0.011
9,8,Racional,2,139.0,0.004
9,8,Afectivo,1,217.0,0.011
9,8,Racional,2,260.0,0.004
9,8,Afectivo,1,217.0,0.011
9,8,Racional,2,260.0,0.004
9,8,Afectivo,1,217.0,0.011
9,8,Racional,2,260.0,0.004
9,8,Afectivo,1,217.0,0.011
9,8,Racional,2,260.0,0.004
9,8,Afectivo,1,217.0,0.011
9,8,Racional,2,260.0,0.004
9,8,Afectivo,1,217.0,0.011
9,8,Racional,2,260.0,0.004
9,8,Afectivo,1,217.0,0.011
9,8,Racional,2,260.0,0.004
9,8,Afectivo,1,217.0,0.011
9,8,Racional,2,260.0,0.004
9,8,Afectivo,1,217.0,0.011
9,8,Racional,2,260.0,0.004
9,8,Afectivo,1,217.0,0.011
9,8,Racional,2,260.0,0.004
9,8,Afectivo,1,217.0,0.011
9,8,Racional,2,260.0,0.004
9,8,Afectivo,1,217.0,0.011
9,8,Racional,2,260.0,0.004
9,8,Afectivo,1,217.0,0.011
9,8,Racional,2,260.0,0.004
9,8,Afectivo,1,217.0,0.011
9,8,Racional,2,260.0,0.004
9,8,Afectivo,1,217.0,0.011
9,8,Racional,2,260.0,0.004
9,8,Afectivo,1,217.0,0.011
9,8,Racional,2,260.0,0.004
9,8,Afectivo,1,217.0,0.011
9,8,Racional,2,260.0,0.004
9,8,Afectivo,1,217.0,0.011
9,8,Racional,2,260.0,0.004
9,8,Afectivo,1,217.0,0.011
9,8,Racional,2,260.0,0.004
9,8,Afectivo,1,217.0,0.011
9,8,Racional,2,260.0,0.004
9,8,Afectivo,1,217.0,0.011
9,8,Racional,2,260.0,0.004
9,8,Afectivo,1,217.0,0.011
9,8,Racional,2,260.0,0.004
9,8,Afectivo,1,217.0,0.011
9,8,Racional,2,260.0,0.004
9,8,Afectivo,1,217.0,0.011
9,8,Racional,2,260.0,0.004
9,8,Afectivo,1,217.0,0.011
9,8,Racional,2,260.0,0.004
9,8,Afectivo,1,217.0,0.011
9,8,Racional,2,260.0,0.004
9,8,Afectivo,1,217.0,0.011
9,8,Racional,2,260.0,0.004
9,8,Afectivo,1,217.0,0.011
9,8,Racional,2,260.0,0.004
9,8,Afectivo,1,217.0,0.011
9,8,Racional,2,260.0,0.004
9,8,Afectivo,1,217.0,0.011
9,8,Racional,2,260.0,0.004
9,9,Afectivo,1,217.0,0.0079
9,9,Racional,2,260.0,0.012
10,9,Afectivo,1,217.0,0.0079
10,9,Racional,2,260.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,9,Afectivo,1,297.0,0.0079
10,9,Racional,2,304.0,0.012
10,10,Afectivo,1,297.0,0.0045
10,10,Racional,2,304.0,0.012
10,10,Afectivo,1,297.0,0.0045
10,10,Racional,2,304.0,0.012
1,0,Afectivo,1,41.4,0.0
1,0,Racional,2,37.0,0.0
1,0,Afectivo,1,41.4,0.0
1,0,Racional,2,37.0,0.0
1,0,Afectivo,1,41.4,0.0
1,0,Racional,2,37.0,0.0
1,0,Afectivo,1,41.4,0.0
1,0,Racional,2,37.0,0.0
1,0,Afectivo,1,41.4,0.0
1,0,Racional,2,37.0,0.0
1,0,Afectivo,1,41.4,0.0
1,0,Racional,2,37.0,0.0
1,0,Afectivo,1,41.4,0.0
1,0,Racional,2,37.0,0.0
1,0,Afectivo,1,41.4,0.0
1,0,Racional,2,37.0,0.0
1,0,Afectivo,1,41.4,0.0
1,0,Racional,2,37.0,0.0
1,0,Afectivo,1,41.4,0.0
1,0,Racional,2,37.0,0.0
1,0,Afectivo,1,41.4,0.0
1,0,Racional,2,37.0,0.0
1,0,Afectivo,1,41.4,0.0
1,0,Racional,2,37.0,0.0
1,0,Afectivo,1,41.4,0.0
1,0,Racional,2,37.0,0.0
1,0,Afectivo,1,41.4,0.0
1,0,Racional,2,37.0,0.0
1,0,Afectivo,1,41.4,0.0
1,0,Racional,2,37.0,0.0
1,0,Afectivo,1,41.4,0.0
1,0,Racional,2,37.0,0.0
1,0,Afectivo,1,41.4,0.0
1,0,Racional,2,37.0,0.0
1,0,Afectivo,1,41.4,0.0
1,0,Racional,2,37.0,0.0
1,0,Afectivo,1,41.4,0.0
1,0,Racional,2,37.0,0.0
1,0,Afectivo,1,41.4,0.0
1,0,Racional,2,37.0,0.0
1,0,Afectivo,1,41.4,0.0
1,0,Racional,2,37.0,0.0
1,0,Afectivo,1,41.4,0.0
1,0,Racional,2,37.0,0.0
1,1,Afectivo,1,41.4,0.0
1,1,Racional,2,37.0,0.0
2,1,Afectivo,1,41.4,0.0
2,1,Racional,2,37.0,0.0
2,1,Afectivo,1,249.0,0.0
2,1,Racional,2,110.0,0.0
2,1,Afectivo,1,249.0,0.0
2,1,Racional,2,110.0,0.0
2,1,Afectivo,1,249.0,0.0
2,1,Racional,2,110.0,0.0
2,1,Afectivo,1,249.0,0.0
2,1,Racional,2,110.0,0.0
2,1,Afectivo,1,249.0,0.0
2,1,Racional,2,110.0,0.0
2,1,Afectivo,1,249.0,0.0
2,1,Racional,2,110.0,0.0
2,1,Afectivo,1,249.0,0.0
2,1,Racional,2,110.0,0.0
2,1,Afectivo,1,249.0,0.0
2,1,Racional,2,110.0,0.0
2,1,Afectivo,1,249.0,0.0
2,1,Racional,2,110.0,0.0
2,1,Afectivo,1,249.0,0.0
2,1,Racional,2,110.0,0.0
2,1,Afectivo,1,249.0,0.0
2,1,Racional,2,110.0,0.0
2,1,Afectivo,1,249.0,0.0
2,1,Racional,2,110.0,0.0
2,1,Afectivo,1,249.0,0.0
2,1,Racional,2,110.0,0.0
2,1,Afectivo,1,249.0,0.0
2,1,Racional,2,110.0,0.0
2,1,Afectivo,1,249.0,0.0
2,1,Racional,2,110.0,0.0
2,1,Afectivo,1,249.0,0.0
2,1,Racional,2,110.0,0.0
2,1,Afectivo,1,249.0,0.0
2,1,Racional,2,110.0,0.0
2,1,Afectivo,1,249.0,0.0
2,1,Racional,2,110.0,0.0
2,1,Afectivo,1,249.0,0.0
2,1,Racional,2,110.0,0.0
2,1,Afectivo,1,249.0,0.0
2,1,Racional,2,110.0,0.0
2,1,Afectivo,1,249.0,0.0
2,1,Racional,2,110.0,0.0
2,1,Afectivo,1,249.0,0.0
2,1,Racional,2,110.0,0.0
2,1,Afectivo,1,249.0,0.0
2,1,Racional,2,110.0,0.0
2,1,Afectivo,1,249.0,0.0
2,1,Racional,2,110.0,0.0
2,1,Afectivo,1,249.0,0.0
2,1,Racional,2,110.0,0.0
2,1,Afectivo,1,249.0,0.0
2,1,Racional,2,110.0,0.0
2,1,Afectivo,1,249.0,0.0
2,1,Racional,2,110.0,0.0
2,1,Afectivo,1,249.0,0.0
2,1,Racional,2,110.0,0.0
2,2,Afectivo,1,249.0,0.039
2,2,Racional,2,110.0,0.0
3,2,Afectivo,1,249.0,0.039
3,2,Racional,2,110.0,0.0
3,2,Afectivo,1,121.0,0.039
3,2,Racional,2,54.9,0.0
3,2,Afectivo,1,121.0,0.039
3,2,Racional,2,54.9,0.0
3,2,Afectivo,1,121.0,0.039
3,2,Racional,2,54.9,0.0
3,2,Afectivo,1,121.0,0.039
3,2,Racional,2,54.9,0.0
3,2,Afectivo,1,121.0,0.039
3,2,Racional,2,54.9,0.0
3,2,Afectivo,1,121.0,0.039
3,2,Racional,2,54.9,0.0
3,2,Afectivo,1,121.0,0.039
3,2,Racional,2,54.9,0.0
3,2,Afectivo,1,121.0,0.039
3,2,Racional,2,54.9,0.0
3,2,Afectivo,1,121.0,0.039
3,2,Racional,2,54.9,0.0
3,2,Afectivo,1,121.0,0.039
3,2,Racional,2,54.9,0.0
3,2,Afectivo,1,121.0,0.039
3,2,Racional,2,54.9,0.0
3,2,Afectivo,1,121.0,0.039
3,2,Racional,2,54.9,0.0
3,3,Afectivo,1,121.0,0.053
3,3,Racional,2,54.9,0.0
4,3,Afectivo,1,121.0,0.053
4,3,Racional,2,54.9,0.0
4,3,Afectivo,1,76.4,0.053
4,3,Racional,2,44.7,0.0
4,3,Afectivo,1,76.4,0.053
4,3,Racional,2,44.7,0.0
4,3,Afectivo,1,76.4,0.053
4,3,Racional,2,44.7,0.0
4,3,Afectivo,1,76.4,0.053
4,3,Racional,2,44.7,0.0
4,3,Afectivo,1,76.4,0.053
4,3,Racional,2,44.7,0.0
4,3,Afectivo,1,76.4,0.053
4,3,Racional,2,44.7,0.0
4,3,Afectivo,1,76.4,0.053
4,3,Racional,2,44.7,0.0
4,3,Afectivo,1,76.4,0.053
4,3,Racional,2,44.7,0.0
4,3,Afectivo,1,76.4,0.053
4,3,Racional,2,44.7,0.0
4,3,Afectivo,1,76.4,0.053
4,3,Racional,2,44.7,0.0
4,3,Afectivo,1,76.4,0.053
4,3,Racional,2,44.7,0.0
4,3,Afectivo,1,76.4,0.053
4,3,Racional,2,44.7,0.0
4,3,Afectivo,1,76.4,0.053
4,3,Racional,2,44.7,0.0
4,3,Afectivo,1,76.4,0.053
4,3,Racional,2,44.7,0.0
4,3,Afectivo,1,76.4,0.053
4,3,Racional,2,44.7,0.0
4,3,Afectivo,1,76.4,0.053
4,3,Racional,2,44.7,0.0
4,4,Afectivo,1,76.4,0.064
4,4,Racional,2,44.7,0.0
5,4,Afectivo,1,76.4,0.064
5,4,Racional,2,44.7,0.0
5,4,Afectivo,1,192.0,0.064
5,4,Racional,2,139.0,0.0
5,4,Afectivo,1,192.0,0.064
5,4,Racional,2,139.0,0.0
5,4,Afectivo,1,192.0,0.064
5,4,Racional,2,139.0,0.0
5,4,Afectivo,1,192.0,0.064
5,4,Racional,2,139.0,0.0
5,4,Afectivo,1,192.0,0.064
5,4,Racional,2,139.0,0.0
5,4,Afectivo,1,192.0,0.064
5,4,Racional,2,139.0,0.0
5,4,Afectivo,1,192.0,0.064
5,4,Racional,2,139.0,0.0
5,4,Afectivo,1,192.0,0.064
5,4,Racional,2,139.0,0.0
5,4,Afectivo,1,192.0,0.064
5,4,Racional,2,139.0,0.0
5,4,Afectivo,1,192.0,0.064
5,4,Racional,2,139.0,0.0
5,4,Afectivo,1,192.0,0.064
5,4,Racional,2,139.0,0.0
5,4,Afectivo,1,192.0,0.064
5,4,Racional,2,139.0,0.0
5,4,Afectivo,1,192.0,0.064
5,4,Racional,2,139.0,0.0
5,4,Afectivo,1,192.0,0.064
