SP,N,Tipo,ID_Agente,Reserva,Utilidad
9,8,Afectivo,1,251.0,0.097
9,8,Racional,2,436.0,0.034
9,8,Afectivo,1,251.0,0.097
9,8,Racional,2,436.0,0.034
9,8,Afectivo,1,251.0,0.097
9,8,Racional,2,436.0,0.034
9,8,Afectivo,1,251.0,0.097
9,8,Racional,2,436.0,0.034
9,8,Afectivo,1,251.0,0.097
9,8,Racional,2,436.0,0.034
9,8,Afectivo,1,251.0,0.097
9,8,Racional,2,436.0,0.034
9,8,Afectivo,1,251.0,0.097
9,8,Racional,2,436.0,0.034
9,8,Afectivo,1,251.0,0.097
9,8,Racional,2,436.0,0.034
9,8,Afectivo,1,251.0,0.097
9,8,Racional,2,436.0,0.034
9,8,Afectivo,1,251.0,0.097
9,8,Racional,2,436.0,0.034
9,8,Afectivo,1,251.0,0.097
9,8,Racional,2,436.0,0.034
9,8,Afectivo,1,251.0,0.097
9,8,Racional,2,436.0,0.034
9,8,Afectivo,1,251.0,0.097
9,8,Racional,2,436.0,0.034
9,8,Afectivo,1,251.0,0.097
9,8,Racional,2,436.0,0.034
9,8,Afectivo,1,251.0,0.097
9,8,Racional,2,436.0,0.034
9,8,Afectivo,1,251.0,0.097
9,8,Racional,2,436.0,0.034
9,8,Afectivo,1,251.0,0.097
9,8,Racional,2,436.0,0.034
9,8,Afectivo,1,251.0,0.097
9,8,Racional,2,436.0,0.034
9,9,Afectivo,1,251.0,0.076
9,9,Racional,2,436.0,0.098
10,9,Afectivo,1,251.0,0.076
10,9,Racional,2,436.0,0.098
10,9,Afectivo,1,279.0,0.076
10,9,Racional,2,317.0,0.098
10,9,Afectivo,1,279.0,0.076
10,9,Racional,2,317.0,0.098
10,9,Afectivo,1,279.0,0.076
10,9,Racional,2,317.0,0.098
10,9,Afectivo,1,279.0,0.076
10,9,Racional,2,317.0,0.098
10,9,Afectivo,1,279.0,0.076
10,9,Racional,2,317.0,0.098
10,9,Afectivo,1,279.0,0.076
10,9,Racional,2,317.0,0.098
10,9,Afectivo,1,279.0,0.076
10,9,Racional,2,317.0,0.098
10,9,Afectivo,1,279.0,0.076
10,9,Racional,2,317.0,0.098
10,9,Afectivo,1,279.0,0.076
10,9,Racional,2,317.0,0.098
10,9,Afectivo,1,279.0,0.076
10,9,Racional,2,317.0,0.098
10,9,Afectivo,1,279.0,0.076
10,9,Racional,2,317.0,0.098
10,9,Afectivo,1,279.0,0.076
10,9,Racional,2,317.0,0.098
10,9,Afectivo,1,279.0,0.076
10,9,Racional,2,317.0,0.098
10,9,Afectivo,1,279.0,0.076
10,9,Racional,2,317.0,0.098
10,9,Afectivo,1,279.0,0.076
10,9,Racional,2,317.0,0.098
10,9,Afectivo,1,279.0,0.076
10,9,Racional,2,317.0,0.098
10,9,Afectivo,1,279.0,0.076
10,9,Racional,2,317.0,0.098
10,9,Afectivo,1,279.0,0.076
10,9,Racional,2,317.0,0.098
10,9,Afectivo,1,279.0,0.076
10,9,Racional,2,317.0,0.098
10,9,Afectivo,1,279.0,0.076
10,9,Racional,2,317.0,0.098
10,9,Afectivo,1,279.0,0.076
10,9,Racional,2,317.0,0.098
10,9,Afectivo,1,279.0,0.076
10,9,Racional,2,317.0,0.098
10,9,Afectivo,1,279.0,0.076
10,9,Racional,2,317.0,0.098
10,9,Afectivo,1,279.0,0.076
10,9,Racional,2,317.0,0.098
10,9,Afectivo,1,279.0,0.076
10,9,Racional,2,317.0,0.098
10,9,Afectivo,1,279.0,0.076
10,9,Racional,2,317.0,0.098
10,9,Afectivo,1,279.0,0.076
10,9,Racional,2,317.0,0.098
10,9,Afectivo,1,279.0,0.076
10,9,Racional,2,317.0,0.098
10,9,Afectivo,1,279.0,0.076
10,9,Racional,2,317.0,0.098
10,9,Afectivo,1,279.0,0.076
10,9,Racional,2,317.0,0.098
10,9,Afectivo,1,279.0,0.076
10,9,Racional,2,317.0,0.098
10,9,Afectivo,1,279.0,0.076
10,9,Racional,2,317.0,0.098
10,9,Afectivo,1,279.0,0.076
10,9,Racional,2,317.0,0.098
10,9,Afectivo,1,279.0,0.076
10,9,Racional,2,317.0,0.098
10,9,Afectivo,1,279.0,0.076
10,9,Racional,2,317.0,0.098
10,9,Afectivo,1,279.0,0.076
10,9,Racional,2,317.0,0.098
10,9,Afectivo,1,279.0,0.076
10,9,Racional,2,317.0,0.098
10,9,Afectivo,1,279.0,0.076
10,9,Racional,2,317.0,0.098
10,9,Afectivo,1,279.0,0.076
10,9,Racional,2,317.0,0.098
10,9,Afectivo,1,279.0,0.076
10,9,Racional,2,317.0,0.098
10,10,Afectivo,1,279.0,0.055
10,10,Racional,2,317.0,0.13
10,10,Afectivo,1,279.0,0.055
10,10,Racional,2,317.0,0.13
1,0,Afectivo,1,26.4,0.0
1,0,Racional,2,33.5,0.0
1,0,Afectivo,1,26.4,0.0
1,0,Racional,2,33.5,0.0
1,0,Afectivo,1,26.4,0.0
1,0,Racional,2,33.5,0.0
1,0,Afectivo,1,26.4,0.0
1,0,Racional,2,33.5,0.0
1,0,Afectivo,1,26.4,0.0
1,0,Racional,2,33.5,0.0
1,0,Afectivo,1,26.4,0.0
1,0,Racional,2,33.5,0.0
1,0,Afectivo,1,26.4,0.0
1,0,Racional,2,33.5,0.0
1,0,Afectivo,1,26.4,0.0
1,0,Racional,2,33.5,0.0
1,0,Afectivo,1,26.4,0.0
1,0,Racional,2,33.5,0.0
1,0,Afectivo,1,26.4,0.0
1,0,Racional,2,33.5,0.0
1,0,Afectivo,1,26.4,0.0
1,0,Racional,2,33.5,0.0
1,0,Afectivo,1,26.4,0.0
1,0,Racional,2,33.5,0.0
1,1,Afectivo,1,26.4,0.0
1,1,Racional,2,33.5,0.0022
2,1,Afectivo,1,26.4,0.0
2,1,Racional,2,33.5,0.0022
2,1,Afectivo,1,130.0,0.0
2,1,Racional,2,80.2,0.0022
2,1,Afectivo,1,130.0,0.0
2,1,Racional,2,80.2,0.0022
2,1,Afectivo,1,130.0,0.0
2,1,Racional,2,80.2,0.0022
2,1,Afectivo,1,130.0,0.0
2,1,Racional,2,80.2,0.0022
2,1,Afectivo,1,130.0,0.0
2,1,Racional,2,80.2,0.0022
2,1,Afectivo,1,130.0,0.0
2,1,Racional,2,80.2,0.0022
2,1,Afectivo,1,130.0,0.0
2,1,Racional,2,80.2,0.0022
2,1,Afectivo,1,130.0,0.0
2,1,Racional,2,80.2,0.0022
2,1,Afectivo,1,130.0,0.0
2,1,Racional,2,80.2,0.0022
2,1,Afectivo,1,130.0,0.0
2,1,Racional,2,80.2,0.0022
2,1,Afectivo,1,130.0,0.0
2,1,Racional,2,80.2,0.0022
2,1,Afectivo,1,130.0,0.0
2,1,Racional,2,80.2,0.0022
2,1,Afectivo,1,130.0,0.0
2,1,Racional,2,80.2,0.0022
2,1,Afectivo,1,130.0,0.0
2,1,Racional,2,80.2,0.0022
2,1,Afectivo,1,130.0,0.0
2,1,Racional,2,80.2,0.0022
2,1,Afectivo,1,130.0,0.0
2,1,Racional,2,80.2,0.0022
2,1,Afectivo,1,130.0,0.0
2,1,Racional,2,80.2,0.0022
2,1,Afectivo,1,130.0,0.0
2,1,Racional,2,80.2,0.0022
2,1,Afectivo,1,130.0,0.0
2,1,Racional,2,80.2,0.0022
2,1,Afectivo,1,130.0,0.0
2,1,Racional,2,80.2,0.0022
2,1,Afectivo,1,130.0,0.0
2,1,Racional,2,80.2,0.0022
2,1,Afectivo,1,130.0,0.0
2,1,Racional,2,80.2,0.0022
2,1,Afectivo,1,130.0,0.0
2,1,Racional,2,80.2,0.0022
2,1,Afectivo,1,130.0,0.0
2,1,Racional,2,80.2,0.0022
2,1,Afectivo,1,130.0,0.0
2,1,Racional,2,80.2,0.0022
2,1,Afectivo,1,130.0,0.0
2,1,Racional,2,80.2,0.0022
2,1,Afectivo,1,130.0,0.0
2,1,Racional,2,80.2,0.0022
2,1,Afectivo,1,130.0,0.0
2,1,Racional,2,80.2,0.0022
2,1,Afectivo,1,130.0,0.0
2,1,Racional,2,80.2,0.0022
2,1,Afectivo,1,130.0,0.0
2,1,Racional,2,80.2,0.0022
2,1,Afectivo,1,130.0,0.0
2,1,Racional,2,80.2,0.0022
2,1,Afectivo,1,130.0,0.0
2,1,Racional,2,80.2,0.0022
2,1,Afectivo,1,130.0,0.0
2,1,Racional,2,80.2,0.0022
2,1,Afectivo,1,130.0,0.0
2,1,Racional,2,80.2,0.0022
2,2,Afectivo,1,130.0,0.013
2,2,Racional,2,80.2,0.0022
3,2,Afectivo,1,130.0,0.013
3,2,Racional,2,80.2,0.0022
3,2,Afectivo,1,176.0,0.013
3,2,Racional,2,117.0,0.0022
3,2,Afectivo,1,176.0,0.013
3,2,Racional,2,117.0,0.0022
3,2,Afectivo,1,176.0,0.013
3,2,Racional,2,117.0,0.0022
3,2,Afectivo,1,176.0,0.013
3,2,Racional,2,117.0,0.0022
3,2,Afectivo,1,176.0,0.013
3,2,Racional,2,117.0,0.0022
3,2,Afectivo,1,176.0,0.013
3,2,Racional,2,117.0,0.0022
3,2,Afectivo,1,176.0,0.013
3,2,Racional,2,117.0,0.0022
3,2,Afectivo,1,176.0,0.013
3,2,Racional,2,117.0,0.0022
3,2,Afectivo,1,176.0,0.013
3,2,Racional,2,117.0,0.0022
3,2,Afectivo,1,176.0,0.013
3,2,Racional,2,117.0,0.0022
3,2,Afectivo,1,176.0,0.013
3,2,Racional,2,117.0,0.0022
3,2,Afectivo,1,176.0,0.013
3,2,Racional,2,117.0,0.0022
3,2,Afectivo,1,176.0,0.013
3,2,Racional,2,117.0,0.0022
3,2,Afectivo,1,176.0,0.013
3,2,Racional,2,117.0,0.0022
3,2,Afectivo,1,176.0,0.013
3,2,Racional,2,117.0,0.0022
3,2,Afectivo,1,176.0,0.013
3,2,Racional,2,117.0,0.0022
3,2,Afectivo,1,176.0,0.013
3,2,Racional,2,117.0,0.0022
3,2,Afectivo,1,176.0,0.013
3,2,Racional,2,117.0,0.0022
3,2,Afectivo,1,176.0,0.013
3,2,Racional,2,117.0,0.0022
3,2,Afectivo,1,176.0,0.013
3,2,Racional,2,117.0,0.0022
3,2,Afectivo,1,176.0,0.013
3,2,Racional,2,117.0,0.0022
3,2,Afectivo,1,176.0,0.013
3,2,Racional,2,117.0,0.0022
3,2,Afectivo,1,176.0,0.013
3,2,Racional,2,117.0,0.0022
3,2,Afectivo,1,176.0,0.013
3,2,Racional,2,117.0,0.0022
3,2,Afectivo,1,176.0,0.013
3,2,Racional,2,117.0,0.0022
3,2,Afectivo,1,176.0,0.013
3,2,Racional,2,117.0,0.0022
3,2,Afectivo,1,176.0,0.013
3,2,Racional,2,117.0,0.0022
3,2,Afectivo,1,176.0,0.013
3,2,Racional,2,117.0,0.0022
3,3,Afectivo,1,176.0,0.029
3,3,Racional,2,117.0,0.0022
4,3,Afectivo,1,176.0,0.029
4,3,Racional,2,117.0,0.0022
4,3,Afectivo,1,154.0,0.029
4,3,Racional,2,150.0,0.0022
4,3,Afectivo,1,154.0,0.029
4,3,Racional,2,150.0,0.0022
4,3,Afectivo,1,154.0,0.029
4,3,Racional,2,150.0,0.0022
4,3,Afectivo,1,154.0,0.029
4,3,Racional,2,150.0,0.0022
4,3,Afectivo,1,154.0,0.029
4,3,Racional,2,150.0,0.0022
4,3,Afectivo,1,154.0,0.029
4,3,Racional,2,150.0,0.0022
4,3,Afectivo,1,154.0,0.029
4,3,Racional,2,150.0,0.0022
4,3,Afectivo,1,154.0,0.029
4,3,Racional,2,150.0,0.0022
4,3,Afectivo,1,154.0,0.029
4,3,Racional,2,150.0,0.0022
4,3,Afectivo,1,154.0,0.029
4,3,Racional,2,150.0,0.0022
4,3,Afectivo,1,154.0,0.029
4,3,Racional,2,150.0,0.0022
4,3,Afectivo,1,154.0,0.029
4,3,Racional,2,150.0,0.0022
4,3,Afectivo,1,154.0,0.029
4,3,Racional,2,150.0,0.0022
4,3,Afectivo,1,154.0,0.029
4,3,Racional,2,150.0,0.0022
4,3,Afectivo,1,154.0,0.029
4,3,Racional,2,150.0,0.0022
4,3,Afectivo,1,154.0,0.029
4,3,Racional,2,150.0,0.0022
4,3,Afectivo,1,154.0,0.029
4,3,Racional,2,150.0,0.0022
4,3,Afectivo,1,154.0,0.029
4,3,Racional,2,150.0,0.0022
4,3,Afectivo,1,154.0,0.029
4,3,Racional,2,150.0,0.0022
4,3,Afectivo,1,154.0,0.029
4,3,Racional,2,150.0,0.0022
4,3,Afectivo,1,154.0,0.029
4,3,Racional,2,150.0,0.0022
4,3,Afectivo,1,154.0,0.029
4,3,Racional,2,150.0,0.0022
4,3,Afectivo,1,154.0,0.029
4,3,Racional,2,150.0,0.0022
4,3,Afectivo,1,154.0,0.029
4,3,Racional,2,150.0,0.0022
4,3,Afectivo,1,154.0,0.029
4,3,Racional,2,150.0,0.0022
4,3,Afectivo,1,154.0,0.029
4,3,Racional,2,150.0,0.0022
4,3,Afectivo,1,154.0,0.029
4,3,Racional,2,150.0,0.0022
4,3,Afectivo,1,154.0,0.029
4,3,Racional,2,150.0,0.0022
4,3,Afectivo,1,154.0,0.029
4,3,Racional,2,150.0,0.0022
4,3,Afectivo,1,154.0,0.029
4,3,Racional,2,150.0,0.0022
4,3,Afectivo,1,154.0,0.029
4,3,Racional,2,150.0,0.0022
4,3,Afectivo,1,154.0,0.029
4,3,Racional,2,150.0,0.0022
4,3,Afectivo,1,154.0,0.029
4,3,Racional,2,150.0,0.0022
4,3,Afectivo,1,154.0,0.029
4,3,Racional,2,150.0,0.0022
4,3,Afectivo,1,154.0,0.029
4,3,Racional,2,150.0,0.0022
4,3,Afectivo,1,154.0,0.029
4,3,Racional,2,150.0,0.0022
4,3,Afectivo,1,154.0,0.029
4,3,Racional,2,150.0,0.0022
4,3,Afectivo,1,154.0,0.029
4,3,Racional,2,150.0,0.0022
4,3,Afectivo,1,154.0,0.029
4,3,Racional,2,150.0,0.0022
4,3,Afectivo,1,154.0,0.029
4,3,Racional,2,150.0,0.0022
4,4,Afectivo,1,154.0,0.024
4,4,Racional,2,150.0,0.0022
5,4,Afectivo,1,154.0,0.024
5,4,Racional,2,150.0,0.0022
5,4,Afectivo,1,104.0,0.024
5,4,Racional,2,79.4,0.0022
5,4,Afectivo,1,104.0,0.024
5,4,Racional,2,79.4,0.0022
5,4,Afectivo,1,104.0,0.024
5,4,Racional,2,79.4,0.0022
5,4,Afectivo,1,104.0,0.024
5,4,Racional,2,79.4,0.0022
5,4,Afectivo,1,104.0,0.024
5,4,Racional,2,79.4,0.0022
5,4,Afectivo,1,104.0,0.024
5,4,Racional,2,79.4,0.0022
5,4,Afectivo,1,104.0,0.024
5,4,Racional,2,79.4,0.0022
5,4,Afectivo,1,104.0,0.024
5,4,Racional,2,79.4,0.0022
5,4,Afectivo,1,104.0,0.024
5,4,Racional,2,79.4,0.0022
5,4,Afectivo,1,104.0,0.024
5,4,Racional,2,79.4,0.0022
5,5,Afectivo,1,104.0,0.031
5,5,Racional,2,79.4,0.0022
6,5,Afectivo,1,104.0,0.031
6,5,Racional,2,79.4,0.0022
6,5,Afectivo,1,148.0,0.031
6,5,Racional,2,215.0,0.0022
6,5,Afectivo,1,148.0,0.031
6,5,Racional,2,215.0,0.0022
6,5,Afectivo,1,148.0,0.031
6,5,Racional,2,215.0,0.0022
6,5,Afectivo,1,148.0,0.031
6,5,Racional,2,215.0,0.0022
6,5,Afectivo,1,148.0,0.031
6,5,Racional,2,215.0,0.0022
6,5,Afectivo,1,148.0,0.031
6,5,Racional,2,215.0,0.0022
6,5,Afectivo,1,148.0,0.031
6,5,Racional,2,215.0,0.0022
6,5,Afectivo,1,148.0,0.031
6,5,Racional,2,215.0,0.0022
6,5,Afectivo,1,148.0,0.031
6,5,Racional,2,215.0,0.0022
6,5,Afectivo,1,148.0,0.031
6,5,Racional,2,215.0,0.0022
6,5,Afectivo,1,148.0,0.031
6,5,Racional,2,215.0,0.0022
6,5,Afectivo,1,148.0,0.031
6,5,Racional,2,215.0,0.0022
6,5,Afectivo,1,148.0,0.031
6,5,Racional,2,215.0,0.0022
6,5,Afectivo,1,148.0,0.031
6,5,Racional,2,215.0,0.0022
6,5,Afectivo,1,148.0,0.031
6,5,Racional,2,215.0,0.0022
6,5,Afectivo,1,148.0,0.031
6,5,Racional,2,215.0,0.0022
6,5,Afectivo,1,148.0,0.031
6,5,Racional,2,215.0,0.0022
6,5,Afectivo,1,148.0,0.031
6,5,Racional,2,215.0,0.0022
6,5,Afectivo,1,148.0,0.031
6,5,Racional,2,215.0,0.0022
6,5,Afectivo,1,148.0,0.031
6,5,Racional,2,215.0,0.0022
6,5,Afectivo,1,148.0,0.031
6,5,Racional,2,215.0,0.0022
6,5,Afectivo,1,148.0,0.031
6,5,Racional,2,215.0,0.0022
6,5,Afectivo,1,148.0,0.031
6,5,Racional,2,215.0,0.0022
6,5,Afectivo,1,148.0,0.031
6,5,Racional,2,215.0,0.0022
6,5,Afectivo,1,148.0,0.031
6,5,Racional,2,215.0,0.0022
6,5,Afectivo,1,148.0,0.031
6,5,Racional,2,215.0,0.0022
6,5,Afectivo,1,148.0,0.031
6,5,Racional,2,215.0,0.0022
6,5,Afectivo,1,148.0,0.031
6,5,Racional,2,215.0,0.0022
6,5,Afectivo,1,148.0,0.031
6,5,Racional,2,215.0,0.0022
6,5,Afectivo,1,148.0,0.031
6,5,Racional,2,215.0,0.0022
6,5,Afectivo,1,148.0,0.031
6,5,Racional,2,215.0,0.0022
6,5,Afectivo,1,148.0,0.031
6,5,Racional,2,215.0,0.0022
6,5,Afectivo,1,148.0,0.031
6,5,Racional,2,215.0,0.0022
6,5,Afectivo,1,148.0,0.031
6,5,Racional,2,215.0,0.0022
6,5,Afectivo,1,148.0,0.031
6,5,Racional,2,215.0,0.0022
6,5,Afectivo,1,148.0,0.031
6,5,Racional,2,215.0,0.0022
6,5,Afectivo,1,148.0,0.031
6,5,Racional,2,215.0,0.0022
6,5,Afectivo,1,148.0,0.031
6,5,Racional,2,215.0,0.0022
6,5,Afectivo,1,148.0,0.031
6,5,Racional,2,215.0,0.0022
6,5,Afectivo,1,148.0,0.031
6,5,Racional,2,215.0,0.0022
6,6,Afectivo,1,148.0,0.025
6,6,Racional,2,215.0,0.014
7,6,Afectivo,1,148.0,0.025
7,6,Racional,2,215.0,0.014
7,6,Afectivo,1,207.0,0.025
7,6,Racional,2,228.0,0.014
7,6,Afectivo,1,207.0,0.025
7,6,Racional,2,228.0,0.014
7,6,Afectivo,1,207.0,0.025
7,6,Racional,2,228.0,0.014
7,6,Afectivo,1,207.0,0.025
7,6,Racional,2,228.0,0.014
7,6,Afectivo,1,207.0,0.025
7,6,Racional,2,228.0,0.014
7,6,Afectivo,1,207.0,0.025
7,6,Racional,2,228.0,0.014
7,6,Afectivo,1,207.0,0.025
7,6,Racional,2,228.0,0.014
7,6,Afectivo,1,207.0,0.025
7,6,Racional,2,228.0,0.014
7,6,Afectivo,1,207.0,0.025
7,6,Racional,2,228.0,0.014
7,6,Afectivo,1,207.0,0.025
7,6,Racional,2,228.0,0.014
7,6,Afectivo,1,207.0,0.025
7,6,Racional,2,228.0,0.014
7,6,Afectivo,1,207.0,0.025
7,6,Racional,2,228.0,0.014
7,6,Afectivo,1,207.0,0.025
7,6,Racional,2,228.0,0.014
7,6,Afectivo,1,207.0,0.025
7,6,Racional,2,228.0,0.014
7,6,Afectivo,1,207.0,0.025
7,6,Racional,2,228.0,0.014
7,6,Afectivo,1,207.0,0.025
7,6,Racional,2,228.0,0.014
7,6,Afectivo,1,207.0,0.025
7,6,Racional,2,228.0,0.014
7,6,Afectivo,1,207.0,0.025
7,6,Racional,2,228.0,0.014
7,6,Afectivo,1,207.0,0.025
7,6,Racional,2,228.0,0.014
7,6,Afectivo,1,207.0,0.025
7,6,Racional,2,228.0,0.014
7,6,Afectivo,1,207.0,0.025
7,6,Racional,2,228.0,0.014
7,6,Afectivo,1,207.0,0.025
7,6,Racional,2,228.0,0.014
7,6,Afectivo,1,207.0,0.025
7,6,Racional,2,228.0,0.014
7,6,Afectivo,1,207.0,0.025
7,6,Racional,2,228.0,0.014
7,6,Afectivo,1,207.0,0.025
7,6,Racional,2,228.0,0.014
7,6,Afectivo,1,207.0,0.025
7,6,Racional,2,228.0,0.014
7,6,Afectivo,1,207.0,0.025
7,6,Racional,2,228.0,0.014
7,6,Afectivo,1,207.0,0.025
7,6,Racional,2,228.0,0.014
7,6,Afectivo,1,207.0,0.025
7,6,Racional,2,228.0,0.014
7,6,Afectivo,1,207.0,0.025
7,6,Racional,2,228.0,0.014
7,6,Afectivo,1,207.0,0.025
7,6,Racional,2,228.0,0.014
7,6,Afectivo,1,207.0,0.025
7,6,Racional,2,228.0,0.014
7,6,Afectivo,1,207.0,0.025
7,6,Racional,2,228.0,0.014
7,6,Afectivo,1,207.0,0.025
7,6,Racional,2,228.0,0.014
7,6,Afectivo,1,207.0,0.025
7,6,Racional,2,228.0,0.014
7,6,Afectivo,1,207.0,0.025
7,6,Racional,2,228.0,0.014
7,6,Afectivo,1,207.0,0.025
7,6,Racional,2,228.0,0.014
7,6,Afectivo,1,207.0,0.025
7,6,Racional,2,228.0,0.014
7,6,Afectivo,1,207.0,0.025
7,6,Racional,2,228.0,0.014
7,6,Afectivo,1,207.0,0.025
7,6,Racional,2,228.0,0.014
7,6,Afectivo,1,207.0,0.025
7,6,Racional,2,228.0,0.014
7,6,Afectivo,1,207.0,0.025
7,6,Racional,2,228.0,0.014
7,7,Afectivo,1,207.0,0.019
7,7,Racional,2,228.0,0.037
8,7,Afectivo,1,207.0,0.019
8,7,Racional,2,228.0,0.037
8,7,Afectivo,1,256.0,0.019
8,7,Racional,2,214.0,0.037
8,7,Afectivo,1,256.0,0.019
8,7,Racional,2,214.0,0.037
8,7,Afectivo,1,256.0,0.019
8,7,Racional,2,214.0,0.037
8,7,Afectivo,1,256.0,0.019
8,7,Racional,2,214.0,0.037
8,7,Afectivo,1,256.0,0.019
8,7,Racional,2,214.0,0.037
8,7,Afectivo,1,256.0,0.019
8,7,Racional,2,214.0,0.037
8,7,Afectivo,1,256.0,0.019
8,7,Racional,2,214.0,0.037
8,7,Afectivo,1,256.0,0.019
8,7,Racional,2,214.0,0.037
8,7,Afectivo,1,256.0,0.019
8,7,Racional,2,214.0,0.037
8,7,Afectivo,1,256.0,0.019
8,7,Racional,2,214.0,0.037
8,7,Afectivo,1,256.0,0.019
8,7,Racional,2,214.0,0.037
8,7,Afectivo,1,256.0,0.019
8,7,Racional,2,214.0,0.037
8,7,Afectivo,1,256.0,0.019
8,7,Racional,2,214.0,0.037
8,7,Afectivo,1,256.0,0.019
8,7,Racional,2,214.0,0.037
8,7,Afectivo,1,256.0,0.019
8,7,Racional,2,214.0,0.037
8,7,Afectivo,1,256.0,0.019
8,7,Racional,2,214.0,0.037
8,7,Afectivo,1,256.0,0.019
8,7,Racional,2,214.0,0.037
8,7,Afectivo,1,256.0,0.019
8,7,Racional,2,214.0,0.037
8,7,Afectivo,1,256.0,0.019
8,7,Racional,2,214.0,0.037
8,7,Afectivo,1,256.0,0.019
8,7,Racional,2,214.0,0.037
8,7,Afectivo,1,256.0,0.019
8,7,Racional,2,214.0,0.037
8,7,Afectivo,1,256.0,0.019
8,7,Racional,2,214.0,0.037
8,7,Afectivo,1,256.0,0.019
8,7,Racional,2,214.0,0.037
8,7,Afectivo,1,256.0,0.019
8,7,Racional,2,214.0,0.037
8,7,Afectivo,1,256.0,0.019
8,7,Racional,2,214.0,0.037
8,7,Afectivo,1,256.0,0.019
8,7,Racional,2,214.0,0.037
8,7,Afectivo,1,256.0,0.019
8,7,Racional,2,214.0,0.037
8,7,Afectivo,1,256.0,0.019
8,7,Racional,2,214.0,0.037
8,7,Afectivo,1,256.0,0.019
8,7,Racional,2,214.0,0.037
8,7,Afectivo,1,256.0,0.019
8,7,Racional,2,214.0,0.037
8,8,Afectivo,1,256.0,0.036
8,8,Racional,2,214.0,0.037
9,8,Afectivo,1,256.0,0.036
9,8,Racional,2,214.0,0.037
9,8,Afectivo,1,69.1,0.036
9,8,Racional,2,219.0,0.037
9,8,Afectivo,1,69.1,0.036
9,8,Racional,2,219.0,0.037
9,8,Afectivo,1,69.1,0.036
9,8,Racional,2,219.0,0.037
9,8,Afectivo,1,69.1,0.036
9,8,Racional,2,219.0,0.037
9,8,Afectivo,1,69.1,0.036
9,8,Racional,2,219.0,0.037
9,8,Afectivo,1,69.1,0.036
9,8,Racional,2,219.0,0.037
9,8,Afectivo,1,69.1,0.036
9,8,Racional,2,219.0,0.037
9,8,Afectivo,1,69.1,0.036
9,8,Racional,2,219.0,0.037
9,8,Afectivo,1,69.1,0.036
9,8,Racional,2,219.0,0.037
9,8,Afectivo,1,69.1,0.036
9,8,Racional,2,219.0,0.037
9,8,Afectivo,1,69.1,0.036
9,8,Racional,2,219.0,0.037
9,8,Afectivo,1,69.1,0.036
9,8,Racional,2,219.0,0.037
9,8,Afectivo,1,69.1,0.036
9,8,Racional,2,219.0,0.037
9,8,Afectivo,1,69.1,0.036
9,8,Racional,2,219.0,0.037
9,8,Afectivo,1,69.1,0.036
9,8,Racional,2,219.0,0.037
9,8,Afectivo,1,69.1,0.036
9,8,Racional,2,219.0,0.037
9,8,Afectivo,1,69.1,0.036
9,8,Racional,2,219.0,0.037
9,8,Afectivo,1,69.1,0.036
9,8,Racional,2,219.0,0.037
9,8,Afectivo,1,69.1,0.036
9,8,Racional,2,219.0,0.037
9,8,Afectivo,1,69.1,0.036
9,8,Racional,2,219.0,0.037
9,9,Afectivo,1,69.1,0.032
9,9,Racional,2,219.0,0.051
10,9,Afectivo,1,69.1,0.032
10,9,Racional,2,219.0,0.051
10,9,Afectivo,1,86.7,0.032
10,9,Racional,2,287.0,0.051
10,9,Afectivo,1,86.7,0.032
10,9,Racional,2,287.0,0.051
10,9,Afectivo,1,86.7,0.032
10,9,Racional,2,287.0,0.051
10,9,Afectivo,1,86.7,0.032
10,9,Racional,2,287.0,0.051
10,9,Afectivo,1,86.7,0.032
10,9,Racional,2,287.0,0.051
10,9,Afectivo,1,86.7,0.032
10,9,Racional,2,287.0,0.051
10,9,Afectivo,1,86.7,0.032
10,9,Racional,2,287.0,0.051
10,9,Afectivo,1,86.7,0.032
10,9,Racional,2,287.0,0.051
10,10,Afectivo,1,86.7,0.028
10,10,Racional,2,287.0,0.063
10,10,Afectivo,1,86.7,0.028
10,10,Racional,2,287.0,0.063
1,0,Afectivo,1,57.6,0.0
1,0,Racional,2,56.2,0.0
1,0,Afectivo,1,57.6,0.0
1,0,Racional,2,56.2,0.0
1,1,Afectivo,1,57.6,0.0
1,1,Racional,2,56.2,0.0
2,1,Afectivo,1,57.6,0.0
2,1,Racional,2,56.2,0.0
2,1,Afectivo,1,137.0,0.0
2,1,Racional,2,74.7,0.0
2,1,Afectivo,1,137.0,0.0
2,1,Racional,2,74.7,0.0
2,1,Afectivo,1,137.0,0.0
2,1,Racional,2,74.7,0.0
2,1,Afectivo,1,137.0,0.0
2,1,Racional,2,74.7,0.0
2,1,Afectivo,1,137.0,0.0
2,1,Racional,2,74.7,0.0
2,1,Afectivo,1,137.0,0.0
2,1,Racional,2,74.7,0.0
2,1,Afectivo,1,137.0,0.0
2,1,Racional,2,74.7,0.0
2,1,Afectivo,1,137.0,0.0
2,1,Racional,2,74.7,0.0
2,1,Afectivo,1,137.0,0.0
2,1,Racional,2,74.7,0.0
2,1,Afectivo,1,137.0,0.0
2,1,Racional,2,74.7,0.0
2,1,Afectivo,1,137.0,0.0
2,1,Racional,2,74.7,0.0
2,1,Afectivo,1,137.0,0.0
2,1,Racional,2,74.7,0.0
2,1,Afectivo,1,137.0,0.0
2,1,Racional,2,74.7,0.0
