Tipo,Reserva_min,Reserva_max,Reserva_mean,Reserva_std,Utilidad_min,Utilidad_max,Utilidad_mean,Utilidad_std,Ansiedad_min,Ansiedad_max,Ansiedad_mean,Ansiedad_std,Frustracion_min,Frustracion_max,Frustracion_mean,Frustracion_std
Afectivo,13.7,404.0,171.62376928728875,75.65293622874476,0.0,0.15,0.033441804555473915,0.027035982519689618,0.0,1.0,0.5185925352314474,0.30927977438831217,0.0,1.0,0.2942661748714181,0.23335452476106816
Racional,14.0,628.0,182.38026451138867,108.02972339424025,0.0,0.19,0.01987714180749449,0.028438747356586434,,,,,,,,
